source,psq_entity_key,id,name,vat_number,kvk_number,country,last_trx_date,activity_detail_status,merchant_activity_status,type_of_activity,contracting_method,legal_form,mcc,vintage_date,contract_status,active_contracts,contract_category_descriptions
PASS,PASS:2001191502-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001191502-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000066,70000066,BE,2025-11-29,Inactive >12 months,Inactive,CNP,NF2F,,5812,2024-02-28,Entered,,Hospitality terminals
Way4,Way4:2002543089-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002543089-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000067,70000067,FR,2025-12-04,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,2024-03-16,Terminated,,Digital commerce
PASS,PASS:2002701210-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002701210-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000068,70000068,LU,2025-12-09,Active in last 12 months,Inactive,CP,F2F,,5732,2024-04-02,Active,,Travel services
Way4,Way4:2001158297-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001158297-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000069,70000069,ES,2025-12-14,Inactive >12 months,Active,CNP,NF2F,,7011,2024-04-19,Cancelled,,Public sector
PASS,PASS:2001604378-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001604378-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000070,70000070,DE,2025-12-19,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,2024-05-06,ActiveBO,,Mobility services
Way4,Way4:2002517711-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002517711-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000071,70000071,GB,2025-12-24,Active in last 12 months,Active,CP,F2F,,4121,2024-05-23,Entered,,Retail payments
PASS,PASS:2001657064-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001657064-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000072,70000072,AT,2025-12-29,Inactive >12 months,Inactive,CNP,NF2F,,4900,2024-06-09,Terminated,,Hospitality terminals
Way4,Way4:2002567352-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002567352-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000073,70000073,NL,2026-01-03,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,2024-06-26,Active,,Digital commerce
PASS,PASS:2002700632-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700632-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000074,70000074,BE,2026-01-08,Active in last 12 months,Inactive,CP,F2F,,5812,2024-07-13,Cancelled,,Travel services
Way4,Way4:2001543204-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001543204-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000075,70000075,FR,2026-01-13,Inactive >12 months,Active,CNP,NF2F,,5999,2024-07-30,ActiveBO,,Public sector
PASS,PASS:2001199546-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001199546-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000076,70000076,LU,2026-01-18,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,2024-08-16,Entered,,Mobility services
Way4,Way4:2000220193-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000220193-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000077,70000077,ES,2026-01-23,Active in last 12 months,Active,CP,F2F,,7011,2024-09-02,Terminated,,Retail payments
PASS,PASS:2001358113-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001358113-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000078,70000078,DE,2026-01-28,Inactive >12 months,Inactive,CNP,NF2F,,7999,2024-09-19,Active,,Hospitality terminals
Way4,Way4:2000887031-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000887031-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000079,70000079,GB,2026-02-02,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,2024-10-06,Cancelled,,Digital commerce
PASS,PASS:2002560986-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002560986-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000080,70000080,AT,2026-02-07,Active in last 12 months,Inactive,CP,F2F,,4900,2024-10-23,ActiveBO,,Travel services
Way4,Way4:2001192274-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001192274-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000081,70000081,NL,2026-02-12,Inactive >12 months,Active,CNP,NF2F,,5411,2024-11-09,Entered,,Public sector
PASS,PASS:2001212593-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001212593-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000082,70000082,BE,2026-02-17,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,2024-11-26,Terminated,,Mobility services
Way4,Way4:2001214243-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001214243-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000083,70000083,FR,2026-02-22,Active in last 12 months,Active,CP,F2F,,5999,2024-12-13,Active,,Retail payments
PASS,PASS:2002615799-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002615799-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000084,70000084,LU,2026-02-27,Inactive >12 months,Inactive,CNP,NF2F,,5732,2024-12-30,Cancelled,,Hospitality terminals
Way4,Way4:2001413289-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001413289-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000085,70000085,ES,2026-03-04,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,2025-01-16,ActiveBO,,Digital commerce
PASS,PASS:2001431856-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001431856-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000086,70000086,DE,2026-03-09,Active in last 12 months,Inactive,CP,F2F,,7999,2025-02-02,Entered,,Travel services
Way4,Way4:2001522703-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001522703-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000087,70000087,GB,2026-03-14,Inactive >12 months,Active,CNP,NF2F,,4121,2025-02-19,Terminated,,Public sector
PASS,PASS:2001091168-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001091168-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000088,70000088,AT,2026-03-19,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,2025-03-08,Active,,Mobility services
Way4,Way4:2002700385-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700385-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000089,70000089,NL,2026-03-24,Active in last 12 months,Active,CP,F2F,,5411,2025-03-25,Cancelled,,Retail payments
PASS,PASS:2002700806-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700806-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000090,70000090,BE,2026-03-29,Inactive >12 months,Inactive,CNP,NF2F,,5812,2025-04-11,ActiveBO,,Hospitality terminals
Way4,Way4:2002701067-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002701067-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000091,70000091,FR,2026-04-03,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,2025-04-28,Entered,,Digital commerce
PASS,PASS:2001202857-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001202857-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000092,70000092,LU,2026-04-08,Active in last 12 months,Inactive,CP,F2F,,5732,2025-05-15,Terminated,,Travel services
Way4,Way4:2001288522-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001288522-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000093,70000093,ES,2026-04-13,Inactive >12 months,Active,CNP,NF2F,,7011,2025-06-01,Active,,Public sector
PASS,PASS:2001641281-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001641281-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000094,70000094,DE,2026-04-18,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,2025-06-18,Cancelled,,Mobility services
Way4,Way4:2001486308-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001486308-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000095,70000095,GB,2026-04-23,Active in last 12 months,Active,CP,F2F,,4121,2025-07-05,ActiveBO,,Retail payments
PASS,PASS:2002577722-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002577722-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000096,70000096,AT,2026-04-28,Inactive >12 months,Inactive,CNP,NF2F,,4900,2025-07-22,Entered,,Hospitality terminals
Way4,Way4:200260829-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,200260829-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000097,70000097,NL,2026-05-03,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,2025-08-08,Terminated,,Digital commerce
PASS,PASS:2001653182-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001653182-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000098,70000098,BE,2026-05-08,Active in last 12 months,Inactive,CP,F2F,,5812,2025-08-25,Active,,Travel services
Way4,Way4:2000768008-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000768008-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,,VAT800000099,70000099,FR,2026-05-13,Inactive >12 months,Active,CNP,NF2F,,5999,2025-09-11,Cancelled,,Public sector
PASS,PASS:2001181833-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001181833-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 00101,VAT800000100,70000100,ZZ,2026-05-18,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,2025-09-28,ActiveBO,,Mobility services
Way4,Way4:2001231628-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001231628-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 00102,VAT800000101,70000101,XX,2026-05-23,Active in last 12 months,Active,CP,F2F,,7011,2025-10-15,Entered,,Retail payments
PASS,PASS:2001552904-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001552904-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 00103,VAT800000102,70000102,EU,2026-05-28,Inactive >12 months,Inactive,CNP,NF2F,,7999,2025-11-01,Terminated,,Hospitality terminals
Way4,Way4:2001249748-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001249748-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 00104,VAT800000103,70000103,BENELUX,2026-06-02,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,2025-11-18,Active,,Digital commerce
PASS,PASS:2001562985-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001562985-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 00105,VAT800000104,70000104,ZZ,2025-01-03,Active in last 12 months,Inactive,CP,F2F,,4900,2025-12-05,Cancelled,,Travel services
Way4,Way4:2001613172-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001613172-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 00106,VAT800000105,70000105,XX,2025-01-08,Inactive >12 months,Active,CNP,NF2F,,5411,2025-12-22,ActiveBO,,Public sector
PASS,PASS:2001389892-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001389892-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 00107,VAT800000106,70000106,EU,2025-01-13,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,2021-02-03,Entered,,Mobility services
Way4,Way4:2001403232-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001403232-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 00108,VAT800000107,70000107,BENELUX,2025-01-18,Active in last 12 months,Active,CP,F2F,,5999,2021-02-20,Terminated,,Retail payments
PASS,PASS:2001501862-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001501862-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 00109,VAT800000108,70000108,ZZ,2025-01-23,Inactive >12 months,Inactive,CNP,NF2F,,5732,2021-03-09,Active,,Hospitality terminals
Way4,Way4:2001699522-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001699522-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 00110,VAT800000109,70000109,XX,2025-01-28,Never transacted,Active,CP+CNP,F2F+NF2F,,7011,2021-03-26,Cancelled,,Digital commerce
PASS,PASS:2002701274-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002701274-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 00111,VAT800000110,70000110,EU,2025-02-02,Active in last 12 months,Inactive,CP,F2F,,7999,2021-04-12,ActiveBO,,Travel services
Way4,Way4:2001190948-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001190948-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 00112,VAT800000111,70000111,BENELUX,2025-02-07,Inactive >12 months,Active,CNP,NF2F,,4121,2021-04-29,Entered,,Public sector
PASS,PASS:2001647727-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001647727-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 00113,VAT800000112,70000112,ZZ,2025-02-12,Never transacted,Inactive,CP+CNP,F2F+NF2F,,4900,2021-05-16,Terminated,,Mobility services
Way4,Way4:2000717101-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000717101-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 00114,VAT800000113,70000113,XX,2025-02-17,Active in last 12 months,Active,CP,F2F,,5411,2021-06-02,Active,,Retail payments
PASS,PASS:2000797156-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000797156-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 00115,VAT800000114,70000114,EU,2025-02-22,Inactive >12 months,Inactive,CNP,NF2F,,5812,2021-06-19,Cancelled,,Hospitality terminals
Way4,Way4:2000846491-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000846491-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 00116,VAT800000115,70000115,BENELUX,2025-02-27,Never transacted,Active,CP+CNP,F2F+NF2F,,5999,2021-07-06,ActiveBO,,Digital commerce
PASS,PASS:2002570418-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002570418-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 00117,VAT800000116,70000116,ZZ,2025-03-04,Active in last 12 months,Inactive,CP,F2F,,5732,2021-07-23,Entered,,Travel services
Way4,Way4:2002700634-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700634-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 00118,VAT800000117,70000117,XX,2025-03-09,Inactive >12 months,Active,CNP,NF2F,,7011,2021-08-09,Terminated,,Public sector
PASS,PASS:2001538472-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001538472-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 00119,VAT800000118,70000118,EU,2025-03-14,Never transacted,Inactive,CP+CNP,F2F+NF2F,,7999,2021-08-26,Active,,Mobility services
Way4,Way4:2001149972-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001149972-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 00120,VAT800000119,70000119,BENELUX,2025-03-19,Active in last 12 months,Active,CP,F2F,,4121,2021-09-12,Cancelled,,Retail payments
PASS,PASS:2001607725-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001607725-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 00121,VAT800000120,70000120,ZZ,2025-03-24,Inactive >12 months,Inactive,CNP,NF2F,,4900,2021-09-29,ActiveBO,,Hospitality terminals
Way4,Way4:2000700268-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000700268-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 00122,VAT800000121,70000121,XX,2025-03-29,Never transacted,Active,CP+CNP,F2F+NF2F,,5411,2021-10-16,Entered,,Digital commerce
PASS,PASS:2000969291-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2000969291-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 00123,VAT800000122,70000122,EU,2025-04-03,Active in last 12 months,Inactive,CP,F2F,,5812,2021-11-02,Terminated,,Travel services
Way4,Way4:2002517797-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002517797-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Atlas Mobility 00124,VAT800000123,70000123,BENELUX,2025-04-08,Inactive >12 months,Active,CNP,NF2F,,5999,2021-11-19,Active,,Public sector
PASS,PASS:2002700587-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002700587-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Greenline Retail 00125,VAT800000124,70000124,ZZ,2025-04-13,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5732,2021-12-06,Cancelled,,Mobility services
Way4,Way4:2002701131-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002701131-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Pixel Commerce 00126,VAT800000125,70000125,XX,2025-04-18,Active in last 12 months,Active,CP,F2F,,7011,2021-12-23,ActiveBO,,Retail payments
PASS,PASS:2001237529-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001237529-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Urban Travel Hub 00127,VAT800000126,70000126,EU,2025-04-23,Inactive >12 months,Inactive,CNP,NF2F,,7999,2022-01-09,Entered,,Hospitality terminals
Way4,Way4:2001385315-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001385315-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Nova Pharmacy 00128,VAT800000127,70000127,BENELUX,2025-04-28,Never transacted,Active,CP+CNP,F2F+NF2F,,4121,2022-01-26,Terminated,,Digital commerce
PASS,PASS:2001605196-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2001605196-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Lumen Services 00129,VAT800000128,70000128,ZZ,2025-05-03,Active in last 12 months,Inactive,CP,F2F,,4900,2022-02-12,Active,,Travel services
Way4,Way4:2002523959-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002523959-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Northstar Market 00130,VAT800000129,70000129,XX,2025-05-08,Inactive >12 months,Active,CNP,NF2F,,5411,2022-03-01,Cancelled,,Public sector
PASS,PASS:2002551219-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,2002551219-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01-B01,Blue Harbor Cafe 00131,VAT800000130,70000130,EU,2025-05-13,Never transacted,Inactive,CP+CNP,F2F+NF2F,,5812,2022-03-18,ActiveBO,,Mobility services
